REF_DATE,GEO,Age (15C),Gender (3),Statistics (2),Coordinate,Immigrant status and period of immigration (9),Symbol,Non-immigrants[2],Symbol,Immigrants[3],Symbol,Before 2001[4],Symbol,2001 to 2005[5],Symbol,2006 to 2010[6],Symbol,2011 to 2015[7],Symbol,2016 to 2021[8],Symbol,Non-permanent residents[9],Symbol
2021,"Edmonton (CMA), Alta.",35 to 44 years,Men+,% distribution (2021),126.10.2.2,0.3,,0.2,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",35 to 44 years,Women+,2021 Counts,126.10.3.1,109835,,66555,,41365,,7335,,4150,,8195,,12815,,8875,,1910,
2021,"Edmonton (CMA), Alta.",35 to 44 years,Women+,% distribution (2021),126.10.3.2,0.3,,0.2,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",45 to 54 years,Total - Gender,2021 Counts,126.11.1.1,174460,,109080,,63710,,23900,,10300,,10795,,12115,,6600,,1660,
2021,"Edmonton (CMA), Alta.",45 to 54 years,Total - Gender,% distribution (2021),126.11.1.2,0.5,,0.3,,0.2,,0.1,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",45 to 54 years,Men+,2021 Counts,126.11.2.1,87525,,54940,,31705,,11285,,5165,,5485,,6460,,3315,,875,
2021,"Edmonton (CMA), Alta.",45 to 54 years,Men+,% distribution (2021),126.11.2.2,0.2,,0.2,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",45 to 54 years,Women+,2021 Counts,126.11.3.1,86930,,54135,,32005,,12615,,5140,,5310,,5655,,3290,,790,
2021,"Edmonton (CMA), Alta.",45 to 54 years,Women+,% distribution (2021),126.11.3.2,0.2,,0.1,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",55 to 64 years,Total - Gender,2021 Counts,126.12.1.1,171900,,122615,,48770,,32445,,5195,,4575,,3835,,2725,,520,
2021,"Edmonton (CMA), Alta.",55 to 64 years,Total - Gender,% distribution (2021),126.12.1.2,0.5,,0.3,,0.1,,0.1,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",55 to 64 years,Men+,2021 Counts,126.12.2.1,84745,,60510,,23975,,15895,,2580,,2345,,2030,,1125,,260,
2021,"Edmonton (CMA), Alta.",55 to 64 years,Men+,% distribution (2021),126.12.2.2,0.2,,0.2,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",55 to 64 years,Women+,2021 Counts,126.12.3.1,87155,,62105,,24795,,16550,,2615,,2225,,1800,,1600,,260,
2021,"Edmonton (CMA), Alta.",55 to 64 years,Women+,% distribution (2021),126.12.3.2,0.2,,0.2,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",65 years and over,Total - Gender,2021 Counts,126.13.1.1,191655,,127315,,63935,,52430,,2875,,2630,,2735,,3260,,410,
2021,"Edmonton (CMA), Alta.",65 years and over,Total - Gender,% distribution (2021),126.13.1.2,0.5,,0.4,,0.2,,0.1,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",65 years and over,Men+,2021 Counts,126.13.2.1,89375,,59050,,30155,,25075,,1345,,1170,,1185,,1380,,175,
2021,"Edmonton (CMA), Alta.",65 years and over,Men+,% distribution (2021),126.13.2.2,0.2,,0.2,,0.1,,0.1,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",65 years and over,Women+,2021 Counts,126.13.3.1,102280,,68265,,33775,,27355,,1530,,1460,,1550,,1880,,240,
2021,"Edmonton (CMA), Alta.",65 years and over,Women+,% distribution (2021),126.13.3.2,0.3,,0.2,,0.1,,0.1,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",65 to 74 years,Total - Gender,2021 Counts,126.14.1.1,120975,,82145,,38500,,30760,,1850,,1775,,1775,,2340,,330,
2021,"Edmonton (CMA), Alta.",65 to 74 years,Total - Gender,% distribution (2021),126.14.1.2,0.3,,0.2,,0.1,,0.1,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",65 to 74 years,Men+,2021 Counts,126.14.2.1,57665,,39115,,18415,,15035,,910,,760,,715,,990,,135,
2021,"Edmonton (CMA), Alta.",65 to 74 years,Men+,% distribution (2021),126.14.2.2,0.2,,0.1,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",65 to 74 years,Women+,2021 Counts,126.14.3.1,63305,,43030,,20080,,15725,,935,,1015,,1055,,1345,,195,
2021,"Edmonton (CMA), Alta.",65 to 74 years,Women+,% distribution (2021),126.14.3.2,0.2,,0.1,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",75 years and over,Total - Gender,2021 Counts,126.15.1.1,70685,,45170,,25435,,21670,,1025,,860,,960,,925,,80,
2021,"Edmonton (CMA), Alta.",75 years and over,Total - Gender,% distribution (2021),126.15.1.2,0.2,,0.1,,0.1,,0.1,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",75 years and over,Men+,2021 Counts,126.15.2.1,31710,,19935,,11740,,10040,,430,,410,,475,,385,,35,
2021,"Edmonton (CMA), Alta.",75 years and over,Men+,% distribution (2021),126.15.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Edmonton (CMA), Alta.",75 years and over,Women+,2021 Counts,126.15.3.1,38975,,25240,,13695,,11630,,590,,445,,490,,530,,45,
2021,"Edmonton (CMA), Alta.",75 years and over,Women+,% distribution (2021),126.15.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",Total - Age,Total - Gender,2021 Counts,127.1.1.1,63180,,53820,,8360,,1980,,480,,1025,,2255,,2615,,1000,
2021,"Grande Prairie (CA), Alta.",Total - Age,Total - Gender,% distribution (2021),127.1.1.2,0.2,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",Total - Age,Men+,2021 Counts,127.1.2.1,31980,,27505,,3960,,1005,,260,,425,,1010,,1260,,510,
2021,"Grande Prairie (CA), Alta.",Total - Age,Men+,% distribution (2021),127.1.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",Total - Age,Women+,2021 Counts,127.1.3.1,31200,,26310,,4400,,975,,220,,605,,1245,,1355,,490,
2021,"Grande Prairie (CA), Alta.",Total - Age,Women+,% distribution (2021),127.1.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",0 to 14 years,Total - Gender,2021 Counts,127.2.1.1,13955,,13275,,525,,0,,0,,0,,140,,385,,150,
2021,"Grande Prairie (CA), Alta.",0 to 14 years,Total - Gender,% distribution (2021),127.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",0 to 14 years,Men+,2021 Counts,127.2.2.1,7105,,6765,,295,,0,,0,,0,,85,,205,,50,
2021,"Grande Prairie (CA), Alta.",0 to 14 years,Men+,% distribution (2021),127.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",0 to 14 years,Women+,2021 Counts,127.2.3.1,6845,,6515,,235,,0,,0,,0,,50,,175,,95,
2021,"Grande Prairie (CA), Alta.",0 to 14 years,Women+,% distribution (2021),127.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 years and over,Total - Gender,2021 Counts,127.3.1.1,49225,,40540,,7830,,1980,,480,,1020,,2110,,2235,,850,
2021,"Grande Prairie (CA), Alta.",15 years and over,Total - Gender,% distribution (2021),127.3.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 years and over,Men+,2021 Counts,127.3.2.1,24870,,20745,,3665,,1005,,260,,425,,925,,1050,,460,
2021,"Grande Prairie (CA), Alta.",15 years and over,Men+,% distribution (2021),127.3.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 years and over,Women+,2021 Counts,127.3.3.1,24350,,19795,,4165,,975,,220,,595,,1190,,1185,,390,
2021,"Grande Prairie (CA), Alta.",15 years and over,Women+,% distribution (2021),127.3.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 to 24 years,Total - Gender,2021 Counts,127.4.1.1,7900,,6705,,1000,,10,,25,,165,,370,,425,,195,
2021,"Grande Prairie (CA), Alta.",15 to 24 years,Total - Gender,% distribution (2021),127.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 to 24 years,Men+,2021 Counts,127.4.2.1,3955,,3360,,475,,10,,0,,70,,180,,215,,120,
2021,"Grande Prairie (CA), Alta.",15 to 24 years,Men+,% distribution (2021),127.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 to 24 years,Women+,2021 Counts,127.4.3.1,3950,,3350,,525,,0,,25,,90,,190,,210,,75,
2021,"Grande Prairie (CA), Alta.",15 to 24 years,Women+,% distribution (2021),127.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 to 19 years,Total - Gender,2021 Counts,127.5.1.1,3800,,3200,,535,,0,,0,,100,,170,,255,,70,
2021,"Grande Prairie (CA), Alta.",15 to 19 years,Total - Gender,% distribution (2021),127.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 to 19 years,Men+,2021 Counts,127.5.2.1,1810,,1515,,245,,0,,0,,50,,80,,115,,45,
2021,"Grande Prairie (CA), Alta.",15 to 19 years,Men+,% distribution (2021),127.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",15 to 19 years,Women+,2021 Counts,127.5.3.1,1995,,1680,,290,,0,,0,,50,,90,,140,,25,
2021,"Grande Prairie (CA), Alta.",15 to 19 years,Women+,% distribution (2021),127.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",20 to 24 years,Total - Gender,2021 Counts,127.6.1.1,4100,,3510,,465,,10,,25,,65,,200,,170,,125,
2021,"Grande Prairie (CA), Alta.",20 to 24 years,Total - Gender,% distribution (2021),127.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",20 to 24 years,Men+,2021 Counts,127.6.2.1,2145,,1840,,230,,10,,0,,20,,100,,100,,75,
2021,"Grande Prairie (CA), Alta.",20 to 24 years,Men+,% distribution (2021),127.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",20 to 24 years,Women+,2021 Counts,127.6.3.1,1955,,1665,,235,,0,,25,,40,,100,,70,,50,
2021,"Grande Prairie (CA), Alta.",20 to 24 years,Women+,% distribution (2021),127.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 64 years,Total - Gender,2021 Counts,127.7.1.1,36050,,29330,,6085,,1375,,430,,820,,1705,,1760,,640,
2021,"Grande Prairie (CA), Alta.",25 to 64 years,Total - Gender,% distribution (2021),127.7.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 64 years,Men+,2021 Counts,127.7.2.1,18385,,15200,,2845,,705,,245,,345,,735,,825,,335,
2021,"Grande Prairie (CA), Alta.",25 to 64 years,Men+,% distribution (2021),127.7.2.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 64 years,Women+,2021 Counts,127.7.3.1,17665,,14125,,3235,,670,,185,,475,,970,,935,,310,
2021,"Grande Prairie (CA), Alta.",25 to 64 years,Women+,% distribution (2021),127.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 54 years,Total - Gender,2021 Counts,127.8.1.1,29695,,23900,,5175,,825,,390,,705,,1610,,1645,,620,
2021,"Grande Prairie (CA), Alta.",25 to 54 years,Total - Gender,% distribution (2021),127.8.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 54 years,Men+,2021 Counts,127.8.2.1,15275,,12545,,2405,,435,,215,,290,,695,,775,,325,
2021,"Grande Prairie (CA), Alta.",25 to 54 years,Men+,% distribution (2021),127.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 54 years,Women+,2021 Counts,127.8.3.1,14420,,11355,,2770,,390,,175,,415,,915,,875,,295,
2021,"Grande Prairie (CA), Alta.",25 to 54 years,Women+,% distribution (2021),127.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 34 years,Total - Gender,2021 Counts,127.9.1.1,11345,,9510,,1535,,205,,90,,165,,440,,630,,300,
2021,"Grande Prairie (CA), Alta.",25 to 34 years,Total - Gender,% distribution (2021),127.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 34 years,Men+,2021 Counts,127.9.2.1,5870,,5010,,715,,100,,65,,115,,155,,270,,150,
2021,"Grande Prairie (CA), Alta.",25 to 34 years,Men+,% distribution (2021),127.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",25 to 34 years,Women+,2021 Counts,127.9.3.1,5470,,4500,,825,,105,,25,,55,,285,,360,,155,
2021,"Grande Prairie (CA), Alta.",25 to 34 years,Women+,% distribution (2021),127.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",35 to 44 years,Total - Gender,2021 Counts,127.10.1.1,10900,,8475,,2195,,265,,110,,285,,805,,725,,220,
2021,"Grande Prairie (CA), Alta.",35 to 44 years,Total - Gender,% distribution (2021),127.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",35 to 44 years,Men+,2021 Counts,127.10.2.1,5500,,4330,,1060,,150,,65,,115,,375,,360,,115,
2021,"Grande Prairie (CA), Alta.",35 to 44 years,Men+,% distribution (2021),127.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",35 to 44 years,Women+,2021 Counts,127.10.3.1,5400,,4150,,1135,,115,,45,,175,,435,,365,,110,
2021,"Grande Prairie (CA), Alta.",35 to 44 years,Women+,% distribution (2021),127.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",45 to 54 years,Total - Gender,2021 Counts,127.11.1.1,7455,,5915,,1445,,350,,190,,245,,365,,285,,95,
2021,"Grande Prairie (CA), Alta.",45 to 54 years,Total - Gender,% distribution (2021),127.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",45 to 54 years,Men+,2021 Counts,127.11.2.1,3905,,3205,,640,,185,,85,,60,,160,,140,,65,
2021,"Grande Prairie (CA), Alta.",45 to 54 years,Men+,% distribution (2021),127.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",45 to 54 years,Women+,2021 Counts,127.11.3.1,3550,,2710,,810,,170,,110,,190,,200,,145,,30,
2021,"Grande Prairie (CA), Alta.",45 to 54 years,Women+,% distribution (2021),127.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",55 to 64 years,Total - Gender,2021 Counts,127.12.1.1,6360,,5430,,905,,550,,35,,115,,90,,110,,20,
2021,"Grande Prairie (CA), Alta.",55 to 64 years,Total - Gender,% distribution (2021),127.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",55 to 64 years,Men+,2021 Counts,127.12.2.1,3110,,2660,,440,,265,,25,,55,,35,,55,,10,
2021,"Grande Prairie (CA), Alta.",55 to 64 years,Men+,% distribution (2021),127.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",55 to 64 years,Women+,2021 Counts,127.12.3.1,3250,,2770,,465,,280,,10,,60,,55,,60,,15,
2021,"Grande Prairie (CA), Alta.",55 to 64 years,Women+,% distribution (2021),127.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",65 years and over,Total - Gender,2021 Counts,127.13.1.1,5275,,4510,,750,,595,,25,,40,,40,,50,,15,
2021,"Grande Prairie (CA), Alta.",65 years and over,Total - Gender,% distribution (2021),127.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",65 years and over,Men+,2021 Counts,127.13.2.1,2535,,2185,,345,,295,,15,,10,,15,,10,,10,
2021,"Grande Prairie (CA), Alta.",65 years and over,Men+,% distribution (2021),127.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",65 years and over,Women+,2021 Counts,127.13.3.1,2740,,2325,,410,,305,,10,,30,,25,,35,,0,
2021,"Grande Prairie (CA), Alta.",65 years and over,Women+,% distribution (2021),127.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",65 to 74 years,Total - Gender,2021 Counts,127.14.1.1,3520,,3015,,490,,395,,20,,15,,20,,40,,15,
2021,"Grande Prairie (CA), Alta.",65 to 74 years,Total - Gender,% distribution (2021),127.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",65 to 74 years,Men+,2021 Counts,127.14.2.1,1790,,1565,,215,,185,,10,,0,,0,,10,,10,
2021,"Grande Prairie (CA), Alta.",65 to 74 years,Men+,% distribution (2021),127.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",65 to 74 years,Women+,2021 Counts,127.14.3.1,1730,,1450,,275,,210,,10,,15,,20,,30,,0,
2021,"Grande Prairie (CA), Alta.",65 to 74 years,Women+,% distribution (2021),127.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",75 years and over,Total - Gender,2021 Counts,127.15.1.1,1755,,1495,,260,,205,,10,,20,,25,,10,,0,
2021,"Grande Prairie (CA), Alta.",75 years and over,Total - Gender,% distribution (2021),127.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",75 years and over,Men+,2021 Counts,127.15.2.1,750,,620,,125,,105,,0,,0,,15,,0,,0,
2021,"Grande Prairie (CA), Alta.",75 years and over,Men+,% distribution (2021),127.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grande Prairie (CA), Alta.",75 years and over,Women+,2021 Counts,127.15.3.1,1010,,875,,135,,95,,0,,20,,10,,10,,0,
2021,"Grande Prairie (CA), Alta.",75 years and over,Women+,% distribution (2021),127.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",Total - Age,Total - Gender,2021 Counts,128.1.1.1,14110,,11315,,2650,,750,,100,,215,,845,,740,,150,
2021,"High River (CA), Alta.",Total - Age,Total - Gender,% distribution (2021),128.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",Total - Age,Men+,2021 Counts,128.1.2.1,6940,,5570,,1280,,335,,55,,110,,415,,360,,100,
2021,"High River (CA), Alta.",Total - Age,Men+,% distribution (2021),128.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",Total - Age,Women+,2021 Counts,128.1.3.1,7165,,5750,,1365,,410,,40,,105,,430,,375,,55,
2021,"High River (CA), Alta.",Total - Age,Women+,% distribution (2021),128.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",0 to 14 years,Total - Gender,2021 Counts,128.2.1.1,2450,,2195,,250,,0,,0,,0,,75,,170,,0,
2021,"High River (CA), Alta.",0 to 14 years,Total - Gender,% distribution (2021),128.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",0 to 14 years,Men+,2021 Counts,128.2.2.1,1295,,1160,,130,,0,,0,,0,,35,,100,,0,
2021,"High River (CA), Alta.",0 to 14 years,Men+,% distribution (2021),128.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",0 to 14 years,Women+,2021 Counts,128.2.3.1,1155,,1040,,115,,0,,0,,0,,40,,70,,0,
2021,"High River (CA), Alta.",0 to 14 years,Women+,% distribution (2021),128.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 years and over,Total - Gender,2021 Counts,128.3.1.1,11660,,9115,,2400,,750,,100,,210,,770,,570,,145,
2021,"High River (CA), Alta.",15 years and over,Total - Gender,% distribution (2021),128.3.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 years and over,Men+,2021 Counts,128.3.2.1,5650,,4405,,1150,,335,,55,,110,,385,,265,,95,
2021,"High River (CA), Alta.",15 years and over,Men+,% distribution (2021),128.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 years and over,Women+,2021 Counts,128.3.3.1,6010,,4705,,1250,,410,,40,,100,,390,,310,,55,
2021,"High River (CA), Alta.",15 years and over,Women+,% distribution (2021),128.3.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 to 24 years,Total - Gender,2021 Counts,128.4.1.1,1560,,1130,,425,,15,,10,,50,,255,,90,,0,
2021,"High River (CA), Alta.",15 to 24 years,Total - Gender,% distribution (2021),128.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 to 24 years,Men+,2021 Counts,128.4.2.1,795,,565,,220,,0,,0,,30,,135,,50,,0,
2021,"High River (CA), Alta.",15 to 24 years,Men+,% distribution (2021),128.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 to 24 years,Women+,2021 Counts,128.4.3.1,765,,560,,200,,0,,0,,20,,120,,45,,0,
2021,"High River (CA), Alta.",15 to 24 years,Women+,% distribution (2021),128.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 to 19 years,Total - Gender,2021 Counts,128.5.1.1,940,,720,,220,,0,,0,,20,,135,,60,,0,
2021,"High River (CA), Alta.",15 to 19 years,Total - Gender,% distribution (2021),128.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 to 19 years,Men+,2021 Counts,128.5.2.1,475,,360,,110,,0,,0,,0,,70,,30,,0,
2021,"High River (CA), Alta.",15 to 19 years,Men+,% distribution (2021),128.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",15 to 19 years,Women+,2021 Counts,128.5.3.1,470,,355,,110,,0,,0,,10,,65,,30,,0,
2021,"High River (CA), Alta.",15 to 19 years,Women+,% distribution (2021),128.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",20 to 24 years,Total - Gender,2021 Counts,128.6.1.1,620,,415,,205,,15,,10,,30,,120,,35,,0,
2021,"High River (CA), Alta.",20 to 24 years,Total - Gender,% distribution (2021),128.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",20 to 24 years,Men+,2021 Counts,128.6.2.1,320,,210,,110,,0,,0,,20,,60,,20,,0,
2021,"High River (CA), Alta.",20 to 24 years,Men+,% distribution (2021),128.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",20 to 24 years,Women+,2021 Counts,128.6.3.1,295,,210,,90,,0,,0,,10,,60,,10,,0,
2021,"High River (CA), Alta.",20 to 24 years,Women+,% distribution (2021),128.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 64 years,Total - Gender,2021 Counts,128.7.1.1,6770,,5095,,1540,,340,,75,,140,,515,,465,,140,
2021,"High River (CA), Alta.",25 to 64 years,Total - Gender,% distribution (2021),128.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 64 years,Men+,2021 Counts,128.7.2.1,3260,,2425,,745,,165,,50,,70,,245,,210,,90,
2021,"High River (CA), Alta.",25 to 64 years,Men+,% distribution (2021),128.7.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 64 years,Women+,2021 Counts,128.7.3.1,3510,,2670,,790,,175,,30,,70,,265,,255,,55,
2021,"High River (CA), Alta.",25 to 64 years,Women+,% distribution (2021),128.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 54 years,Total - Gender,2021 Counts,128.8.1.1,4855,,3385,,1330,,170,,55,,140,,500,,460,,140,
2021,"High River (CA), Alta.",25 to 54 years,Total - Gender,% distribution (2021),128.8.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 54 years,Men+,2021 Counts,128.8.2.1,2335,,1615,,630,,75,,35,,70,,245,,205,,90,
2021,"High River (CA), Alta.",25 to 54 years,Men+,% distribution (2021),128.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 54 years,Women+,2021 Counts,128.8.3.1,2520,,1770,,695,,90,,25,,70,,260,,255,,55,
2021,"High River (CA), Alta.",25 to 54 years,Women+,% distribution (2021),128.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 34 years,Total - Gender,2021 Counts,128.9.1.1,1355,,1060,,240,,10,,25,,0,,85,,125,,55,
2021,"High River (CA), Alta.",25 to 34 years,Total - Gender,% distribution (2021),128.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 34 years,Men+,2021 Counts,128.9.2.1,645,,510,,105,,0,,15,,0,,50,,35,,25,
2021,"High River (CA), Alta.",25 to 34 years,Men+,% distribution (2021),128.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",25 to 34 years,Women+,2021 Counts,128.9.3.1,710,,550,,140,,0,,0,,0,,35,,90,,25,
2021,"High River (CA), Alta.",25 to 34 years,Women+,% distribution (2021),128.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",35 to 44 years,Total - Gender,2021 Counts,128.10.1.1,1840,,1195,,570,,45,,15,,65,,180,,260,,70,
2021,"High River (CA), Alta.",35 to 44 years,Total - Gender,% distribution (2021),128.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",35 to 44 years,Men+,2021 Counts,128.10.2.1,910,,590,,260,,20,,0,,30,,75,,130,,50,
2021,"High River (CA), Alta.",35 to 44 years,Men+,% distribution (2021),128.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",35 to 44 years,Women+,2021 Counts,128.10.3.1,935,,605,,310,,30,,10,,30,,105,,130,,15,
2021,"High River (CA), Alta.",35 to 44 years,Women+,% distribution (2021),128.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
